"cheese","url","milk","country","region","family","type","fat_content","calcium_content","texture","rind","color","flavor","aroma","vegetarian","vegan","synonyms","alt_spellings","producers","lat","lon","xmin","ymin","xmax","ymax"
"Aphrodite Goat Milk Halloumi","https://www.cheese.com/aphrodite-haloumi/","goat","Cyprus",NA,NA,"semi-soft, artisan",NA,NA,"soft","rindless","white","lemony, tangy","strong",NA,NA,"Aphrodite Artisan Goat Milk Halloumi",NA,NA,34.9174159,32.8899027,32.0227581,34.4383706,34.3338842,35.3991245
"Appalachian","https://www.cheese.com/appalachian/","cow","United States","Virginia","Tomme","semi-soft, artisan",NA,NA,"firm","mold ripened","white","buttery, lemony, mushroomy","earthy, grassy, lactic",NA,NA,NA,NA,"Meadow Creek Dairy",37.1232245,-78.4927721,-83.6753671,36.5407896,-75.166435,39.466012
"Appenzeller","https://www.cheese.com/appenzeller/","cow","Switzerland",NA,NA,"hard, artisan",NA,NA,"firm","washed",NA,"fruity, nutty","strong",NA,NA,NA,"Appenzeller Classic, Appenzeller Surchoix, Appenzeller Extra",NA,46.7985624,8.2319736,5.9559113,45.8179579,10.4922941,47.8084544
"Apple Walnut Smoked","https://www.cheese.com/apple-walnut-smoked/","cow","United States","Utah","Cheddar","hard, artisan",NA,NA,"creamy, smooth",NA,"yellow","nutty, smokey , sweet","nutty, smokey, sweet",TRUE,FALSE,"Smoked Apple Walnut, Promontory Apple Walnut Smoked",NA,"Beehive Cheese Company",39.4225192,-111.714358,-114.0528506,36.9978085,-109.0415767,42.001702
"Appleby's Double Gloucester","https://www.cheese.com/applebys-double-gloucester/","cow","United Kingdom","Gloucestershire",NA,"hard, artisan","54.23 g/100g",NA,"crumbly, dense, firm, flaky, smooth","natural","golden yellow","mellow, milky, nutty, subtle, tangy","subtle, sweet",TRUE,FALSE,NA,NA,"Appleby's",51.7643786,-2.1880662,-2.7106969,51.4159055,-1.615202,52.1125797
"Applewood","https://www.cheese.com/applewood/","cow","United Kingdom","Somerset","Cheddar","semi-hard",NA,NA,"crumbly, dense","natural","yellow","smokey , spicy","smokey",TRUE,FALSE,"Applewood smoked cheddar",NA,"Ilchester Cheese Company",51.1617509,-3.0753867,-3.8398029,50.8208387,-2.2444018,51.5026877
"Applewood Smoked Chevre","https://www.cheese.com/applewood-smoked-chevre/","goat","United States","Colorado",NA,"semi-soft, artisan",NA,NA,"creamy, crumbly, firm","rindless","white","subtle","woody",TRUE,FALSE,NA,NA,"Haystack Mountain Creamery",38.7251776,-105.607716,-109.0601879,36.9925245,-102.041585,41.0034002
"Aragon","https://www.cheese.com/aragon/",NA,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3260685,-4.8379791,-18.3936845,27.4335426,4.5918885,43.9933088
"Ardi Gasna","https://www.cheese.com/ardi-gasna/","sheep","France","Midi-Pyrénées",NA,"hard, artisan","45%",NA,"firm, supple","washed","pale yellow","mild, nutty, sharp","fresh",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ardrahan","https://www.cheese.com/ardrahan/","cow","Ireland","Duhallow",NA,"semi-soft, brined","25%",NA,"chalky, smooth","washed","yellow","acidic, buttery, nutty","earthy, pungent",TRUE,FALSE,NA,NA,"Ardrahan Dairy Products Ltd.",52.1837912,-9.0060956,-9.2760046,52.0233568,-8.6445026,52.3443047
"Ardsallagh Hard Goat's Cheese","https://www.cheese.com/ardsallagh-hard-goats-cheese/","goat","Ireland","Carrigtwohill",NA,"semi-hard, artisan",NA,NA,"firm, smooth","natural","white","nutty, salty, smooth",NA,TRUE,FALSE,NA,NA,"Ardsallagh Goats Farm",51.9094617,-8.2611809,-8.2781755,51.9047586,-8.2464897,51.9187525
"Ardsallagh Smoked Cheese","https://www.cheese.com/ardsallagh-smoked-cheese/","goat","Ireland","Carrigtwohill",NA,"semi-hard, artisan",NA,NA,"firm, smooth","natural","white","mild, nutty, smokey , sweet",NA,TRUE,FALSE,NA,NA,"Ardsallagh Goats Farm",51.9094617,-8.2611809,-8.2781755,51.9047586,-8.2464897,51.9187525
"Ardsallagh Soft Goat's Cheese","https://www.cheese.com/ardsallagh-soft-goats-cheese/",NA,NA,"Carrigtwohill",NA,NA,NA,NA,NA,"natural","white",NA,NA,TRUE,FALSE,NA,NA,"Ardsallagh Goats Farm",51.9062454,-8.3944376,-8.3959823,51.9058982,-8.3926949,51.9064139
"Armenian String Cheese","https://www.cheese.com/armenian-string-cheese/","cow, goat, sheep","Armenia",NA,NA,"semi-soft",NA,NA,"creamy, smooth, springy",NA,"white","mild",NA,NA,NA,"Syrian String Cheese, Chechil",NA,NA,4.4919761,-75.7413509,-75.7893957,4.3957427,-75.6324993,4.5881794
"Aromes au Gene de Marc","https://www.cheese.com/aromes-au-gene-de-marc/","cow, goat","France","Rhône-Alpes",NA,"semi-soft, artisan","25%",NA,"creamy, flaky","natural","white","strong","fermented, pungent",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arådalen","https://www.cheese.com/aradalen/","cow","Sweden","Oviken","Blue","soft, artisan, blue-veined","34%",NA,"creamy","mold ripened","ivory","sweet",NA,NA,NA,NA,NA,"Oviken cheese",62.9974877,14.3928671,14.3728671,62.9774877,14.4128671,63.0174877
"Ascutney Mountain","https://www.cheese.com/ascutney-mountain/","cow","United States","Vermont","Swiss Cheese","hard, artisan",NA,NA,"chewy, dense","natural",NA,"mild, nutty, sweet","herbal, sweet",TRUE,FALSE,NA,NA,"Cobb Hill Farm",44.5990718,-72.5002608,-73.43774,42.72696,-71.465386,45.016665
"Asher Blue","https://www.cheese.com/asher-blue/","cow","United States","Georgia","Blue","semi-soft, blue-veined",NA,NA,"creamy, crumbly","natural","straw","grassy, milky, mushroomy, salty, sweet, tangy","earthy, rich, strong",TRUE,FALSE,NA,NA,"Sweet Grass Dairy",32.3293809,-83.1137366,-85.605165,30.3556558,-80.751429,35.0006769
"Ashley","https://www.cheese.com/ashley/","cow","United States","Colorado",NA,"soft, artisan, soft-ripened",NA,NA,"creamy, soft","ash coated","cream","sweet",NA,NA,NA,"MouCo Ashley",NA,"MouCo Cheese Company",38.7251776,-105.607716,-109.0601879,36.9925245,-102.041585,41.0034002
"Asiago DOP","https://www.cheese.com/asiago/","cow","Italy","Veneto, Trentino",NA,"hard","34-48%",NA,"compact, crumbly, open, smooth","natural","yellow","full-flavored, milky, sharp","pungent",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asiago d’Allevo DOP","https://www.cheese.com/asiago-dallevo/","cow","Italy","Veneto",NA,"hard","34%",NA,"compact","natural","pale yellow","savory","pleasant, yeasty",FALSE,FALSE,"Asiago Aged, Asiago D’Allevo DOP Mitica®, Asiago Mezzano",NA,NA,45.6476663,11.8665254,10.6231032,44.7924256,13.1021703,46.6806148
"Asiago Pressato DOP","https://www.cheese.com/asiago-pressato/","cow","Italy","Veneto",NA,"semi-soft","48%",NA,"creamy, smooth","natural","white","nutty, sweet","fresh",FALSE,FALSE,"Asiago Fresco, Asiago Fresco DOP Mitica®","Pressato",NA,45.6476663,11.8665254,10.6231032,44.7924256,13.1021703,46.6806148
"Aspen Ash","https://www.cheese.com/aspen-ash/","goat","United States","Colorado",NA,"soft, soft-ripened",NA,NA,"creamy","ash coated","white","acidic, creamy","earthy",TRUE,FALSE,NA,NA,"Haystack Mountain Creamery",38.7251776,-105.607716,-109.0601879,36.9925245,-102.041585,41.0034002
"Assa","https://www.cheese.com/assa/","goat","United States","Tomales, California",NA,NA,NA,NA,NA,"natural",NA,NA,NA,NA,NA,NA,NA,"Tomales Farmstead Creamery",38.2468075,-122.9063046,-122.911586,38.240386,-122.897183,38.252676
"Aubisque Pyrenees","https://www.cheese.com/aubisque-pyrenees/","cow, sheep","France","Béarnaise in Pyrénées-Atlantique",NA,"semi-hard",NA,NA,"smooth","natural",NA,"mild, smooth",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Auld Lochnagar","https://www.cheese.com/auld-lochnagar/","cow","Scotland",NA,NA,"hard",NA,NA,"compact, crumbly","natural","orange","grassy, mellow, subtle, tangy","mild",NA,NA,NA,NA,"The Cambus O’May Cheese Company",56.7861112,-4.1140518,-14.015517,54.4339831,-0.3209221,61.061
"Auld Reekie","https://www.cheese.com/auld-reekie/","cow","Scotland",NA,NA,"hard",NA,NA,"buttery, compact, crumbly","natural","orange","smokey , tangy, woody","fruity, smokey, woody",FALSE,FALSE,NA,NA,"The Cambus O’May Cheese Company",56.7861112,-4.1140518,-14.015517,54.4339831,-0.3209221,61.061
"Aura","https://www.cheese.com/aura/","cow","Finland","Äänekoski","Blue","semi-soft, blue-veined",NA,NA,"creamy","mold ripened","pale yellow","salty, sharp, strong, tangy",NA,FALSE,FALSE,"Auro Gold",NA,"Valio",NA,NA,NA,NA,NA,NA
"Austrian Alps cheese","https://www.cheese.com/austrian-alps/","cow","Switzerland",NA,NA,NA,NA,NA,"smooth",NA,NA,"nutty, spicy","aromatic, nutty, spicy",FALSE,FALSE,NA,NA,NA,46.7985624,8.2319736,5.9559113,45.8179579,10.4922941,47.8084544
"Autun","https://www.cheese.com/autun/","cow, goat","France","Burgundy",NA,"fresh soft, artisan","40-45%",NA,"creamy","rindless","white","acidic",NA,FALSE,FALSE,NA,NA,NA,47.2780872,4.2224863,2.8444817,46.1560119,5.5188651,48.4000592
"Avaxtskyr","https://www.cheese.com/avaxtskyr/","cow","Iceland",NA,NA,"fresh soft",NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"Skyr, Rjomaskyr",NA,NA,64.9841821,-18.1059013,-25.0135069,63.0859177,-12.8046162,67.353
"Avonlea Clothbound Cheddar","https://www.cheese.com/avonlea-clothbound-cheddar/","cow","Canada","Prince Edward Island","Cheddar","hard, artisan","32%",NA,"creamy, crumbly, firm","cloth wrapped","straw","fruity, mushroomy, savory",NA,TRUE,FALSE,NA,NA,"COWS Inc.",46.3355508,-63.1466676,-64.5519125,45.8494597,-61.3993669,47.6024791
"Azeitao","https://www.cheese.com/azeitao/","sheep","Portugal","Setubal, Palmela and Sesimbra",NA,"semi-soft, artisan",NA,NA,"creamy, supple","washed","pale yellow","herbaceous, salty, sour",NA,TRUE,FALSE,"Queijo de Azeitao",NA,NA,NA,NA,NA,NA,NA,NA
"Baby Brie","https://www.cheese.com/baby-brie/","cow","France",NA,"Brie","soft",NA,NA,"creamy","bloomy","cream","creamy, mild","aromatic",FALSE,FALSE,"Petit Brie, Mini Brie",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Baby Swiss","https://www.cheese.com/baby-swiss/","cow","United States","Charm, Ohio","Swiss Cheese","semi-soft, processed","43%",NA,"creamy, open, smooth","rindless","pale yellow","nutty, sharp, sweet",NA,FALSE,FALSE,"Lacy cheese",NA,"Guggisberg Cheese",40.5067308,-81.7848553,-81.8048553,40.4867308,-81.7648553,40.5267308
"Babybel","https://www.cheese.com/babybel/","cow","France",NA,NA,"semi-hard",NA,NA,"smooth","waxed",NA,NA,NA,NA,NA,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Bad Axe","https://www.cheese.com/bad-axe/","sheep","United States","Wisconsin",NA,"semi-hard, artisan",NA,NA,"creamy, firm, smooth","waxed","white","creamy, smooth, tart","fresh",TRUE,FALSE,NA,NA,"Hidden Springs Company",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Baguette Laonnaise","https://www.cheese.com/baguette-laonnaise/","cow","France","Ile-de-France/Champagne",NA,"soft, artisan","28.5%",NA,"open, supple","washed","pale yellow","spicy","pungent",FALSE,FALSE,"Baguette Lyonnaise",NA,NA,48.348031,5.691241,5.691023,48.347983,5.691459,48.34808
"Baita Friuli","https://www.cheese.com/baita-friuli/","cow","Italy","Friuli-Venezia Giulia",NA,"firm",NA,NA,"compact","natural","pale yellow","fruity, spicy","rich",FALSE,FALSE,NA,NA,NA,46.151042,13.055904,12.3213811,45.5808987,13.9186553,46.6479539
"Baladi","https://www.cheese.com/baladi/","cow, goat, sheep","Lebanon",NA,NA,"fresh soft, artisan","22%",NA,"creamy, dense, smooth","rindless","white","buttery, mild, salty, sweet","fresh",FALSE,FALSE,"Jibneh Khadra, Jibnah Baladi, Baladieh, Jibneh Baladi",NA,NA,40.375713,-76.4626118,-76.6790914,40.1957824,-76.1514553,40.5551092
"Baladi","https://www.cheese.com/baladi/","cow, goat, sheep","Middle East",NA,NA,"fresh soft, artisan","22%",NA,"creamy, dense, smooth","rindless","white","buttery, mild, salty, sweet","fresh",FALSE,FALSE,"Jibneh Khadra, Jibnah Baladi, Baladieh, Jibneh Baladi",NA,NA,39.3014159,-76.5888477,-76.5945092,39.2983771,-76.5851263,39.3046478
"Balaton","https://www.cheese.com/balaton/","cow","Hungary",NA,NA,"semi-hard",NA,NA,"firm","natural","pale yellow","acidic, mild",NA,FALSE,FALSE,NA,NA,NA,47.1817585,19.5060937,16.1138866,45.737128,22.8977094,48.585257
"Balfour","https://www.cheese.com/balfour/","sheep","New Zealand","Queenstown",NA,"hard",NA,NA,"crumbly, flaky, grainy","natural",NA,"nutty, sweet",NA,FALSE,FALSE,"Balfour Pecorino",NA,"The Gibbston Valley Cheese Company",-45.0321923,168.661,168.621,-45.0721923,168.701,-44.9921923
"Baluchon","https://www.cheese.com/baluchon/","cow","Canada","Quebec",NA,"semi-soft","28%",NA,"creamy","washed","ivory","acidic, creamy, earthy, salty","earthy, mild",FALSE,FALSE,"Le Baluchon",NA,"Fromageries Jonathan",52.4760892,-71.8258668,-79.7628726,44.9913689,-57.1074889,62.5824988
"Bandal","https://www.cheese.com/bandal/","cow","India","West Bengal","Cottage","semi-soft, artisan",NA,NA,"crumbly","rindless",NA,"salty, smokey , strong","strong",TRUE,FALSE,NA,"Bandel",NA,22.9964948,87.6855882,85.8196735,21.5473014,89.8826022,27.2210674
"Banon","https://www.cheese.com/banon/","goat","France","Banon",NA,"soft, artisan",NA,NA,"creamy, smooth","leaf wrapped","white","fruity, mild","earthy",NA,NA,"Banon à la feuille, Banon AOC",NA,NA,44.0381752,5.6296701,5.6116871,43.9806714,5.6873347,44.0680824
"Barambah Organics Marinated Feta","https://www.cheese.com/barambah-organics-marinated-feta/","cow","Australia","Brisbane","Feta","fresh soft","25.22 g/100g",NA,"creamy, crumbly, springy","rindless","white","herbaceous, mild, milky","herbal, mild, milky",TRUE,FALSE,NA,NA,"Barambah Organics Pty Ltd.",-27.4689682,153.0234991,152.679693,-27.660219,153.468275,-27.022014
"Barber's 1833","https://www.cheese.com/barbers-1833/","cow","England",NA,"Cheddar","hard",NA,NA,"creamy",NA,NA,"sweet, tangy",NA,TRUE,FALSE,NA,NA,"AJ & RE Barber Ltd",52.5310214,-1.2649062,-6.7047494,49.674,2.0919117,55.917
"Barberey","https://www.cheese.com/barberey/","cow","France","Troyes , Aube",NA,"soft","20-30%",NA,"dry, smooth, soft","natural",NA,"pungent, woody","mild",FALSE,FALSE,"ash trojan, cheese Troyes",NA,NA,48.2971626,4.0746257,4.0411689,48.2663185,4.1111417,48.3185905
"Barden Blue","https://www.cheese.com/barden-blue/","cow","United States","West Pawlet, VT","Blue","semi-hard, artisan, blue-veined",NA,NA,"buttery, dense, open","natural","yellow","mild, nutty, spicy, tangy","barnyardy, herbal",FALSE,FALSE,NA,NA,"Consider Bardwell Farm",43.356893,-73.2496678,-73.2532487,43.347726,-73.239568,43.365919
"Barely Buzzed","https://www.cheese.com/barely-buzzed/","cow","United States","Utah","Cheddar","hard, artisan",NA,NA,"creamy, smooth","natural","pale yellow","butterscotch, caramel","aromatic, rich",TRUE,FALSE,NA,NA,"Beehive Cheese Company",39.4225192,-111.714358,-114.0528506,36.9978085,-109.0415767,42.001702
"Barilotto","https://www.cheese.com/barilotto/","buffalo","Italy","Campania","Brie","hard, soft-ripened",NA,NA,"firm","washed","pale yellow","creamy, sharp","buttery, fresh",FALSE,FALSE,NA,NA,"Casa Madaio",40.860672,14.843984,13.7623799,39.9905158,15.8064468,41.5080786
"Barlocco","https://www.cheese.com/barlocco/","cow","Scotland",NA,NA,"semi-soft",NA,NA,"creamy","natural","blue","full-flavored","strong",TRUE,FALSE,NA,NA,"The Ethical Dairy",56.7861112,-4.1140518,-14.015517,54.4339831,-0.3209221,61.061
"Baron Bigod","https://www.cheese.com/baron-bigod/","cow","England",NA,NA,"soft, artisan",NA,NA,"creamy, smooth",NA,NA,"buttery, mushroomy","grassy, milky",NA,NA,NA,NA,"Fen Farm Dairy",52.5310214,-1.2649062,-6.7047494,49.674,2.0919117,55.917
"Baron Bigod Baby Truffle","https://www.cheese.com/baron-bigod-baby-truffle/","cow","England",NA,NA,"soft, artisan",NA,NA,"creamy, smooth",NA,NA,"milky","earthy, mushroom",NA,NA,"Baby Truffled Baron",NA,"Fen Farm Dairy",52.5310214,-1.2649062,-6.7047494,49.674,2.0919117,55.917
"Baronerosso di Capra","https://www.cheese.com/baronerosso-di-capra/","goat","Italy","Veneto",NA,"semi-hard",NA,NA,"crumbly, firm","washed","white","full-flavored, sharp","fruity, musty",FALSE,FALSE,NA,"Baronerosso al Barbera","La Casearia Carpenedo S.r.l.",45.6476663,11.8665254,10.6231032,44.7924256,13.1021703,46.6806148
"Barrel Aged Feta","https://www.cheese.com/barrel-aged-feta/","cow, goat, sheep","Greece",NA,"Feta","soft, artisan",NA,NA,"creamy, crumbly",NA,"white","creamy","rich",NA,NA,NA,NA,NA,38.9953683,21.9877132,19.1127535,34.7188863,29.68381,41.7488889
"Barricato al Pepe","https://www.cheese.com/barricato-al-pepe/","cow","Italy",NA,NA,"firm, artisan",NA,NA,"crumbly","natural","ivory",NA,"fruity, spicy",NA,NA,NA,NA,NA,42.6384261,12.674297,6.6272658,35.2889616,18.7844746,47.0921485
"Barriquet","https://www.cheese.com/barriquet/","goat","France",NA,NA,"soft",NA,NA,"smooth, supple","washed","white","earthy, full-flavored, meaty, nutty","aromatic",FALSE,FALSE,NA,NA,"Pierrick Brendani and Nicolas Trotot",46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Barry's Bay Cheddar","https://www.cheese.com/barrys-bay-cheddar/","cow","New Zealand","Banks Peninsular in Canterbury","Cheddar","hard, artisan",NA,NA,"creamy","cloth wrapped",NA,NA,NA,FALSE,FALSE,NA,NA,"Barry's Bay",NA,NA,NA,NA,NA,NA
"Bartlett","https://www.cheese.com/bartlett/","sheep","United Kingdom","Somerset",NA,"soft, artisan",NA,NA,"dense, smooth","mold ripened","white","buttery, milky","aromatic, strong",TRUE,FALSE,NA,NA,NA,51.1617509,-3.0753867,-3.8398029,50.8208387,-2.2444018,51.5026877
"Basajo","https://www.cheese.com/basajo/","sheep","Italy",NA,"Blue","semi-soft, blue-veined",NA,NA,"creamy",NA,NA,"sweet","fruity",FALSE,FALSE,NA,NA,NA,42.6384261,12.674297,6.6272658,35.2889616,18.7844746,47.0921485
"Baserri","https://www.cheese.com/baserri/","sheep","United States",NA,"Tomme","semi-hard, artisan",NA,NA,"creamy, crumbly",NA,NA,"milky, tangy","milky, nutty",NA,NA,"Txiki",NA,"Barinaga Ranch, Inc.",39.7837304,-100.445882,-180,-14.7608358,180,71.5889534
"Basils Original Rauchkäse","https://www.cheese.com/basils-original-rauchkase/","cow","Germany",NA,NA,"semi-soft","25.5%","700 mg/100g","compact, dense, soft","natural","pale yellow","salty, smokey , spicy","smokey",FALSE,FALSE,"Basil's Smoked Cheese",NA,"Bergader Privatkäserei GmbH",51.1638175,10.4478313,5.8663153,47.2701114,15.0419309,55.099161
"Basing","https://www.cheese.com/basing/","goat","United Kingdom","Kent",NA,"hard",NA,NA,"crumbly",NA,NA,"herbaceous, smooth",NA,TRUE,FALSE,NA,NA,NA,51.2070748,0.7210362,0.0335249,50.9104763,1.4517689,51.5036817
"Baskeriu","https://www.cheese.com/baskeriu/","sheep","France","French Basque Country, Midi-Pyrénées",NA,"semi-soft","50%",NA,"dry, smooth",NA,NA,"buttery, nutty","buttery, nutty, rich",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Basket Cheese","https://www.cheese.com/basket-cheese/","cow","Middle East",NA,"Cottage","soft, semi-soft",NA,NA,"chewy, supple","rindless","white","mild, salty","milky",TRUE,FALSE,NA,NA,"Specialty Cheese Company, Inc",39.3014159,-76.5888477,-76.5945092,39.2983771,-76.5851263,39.3046478
"Basket Molded Ricotta","https://www.cheese.com/basket-molded-ricotta/","cow",NA,NA,"Cottage","fresh firm",NA,NA,"firm",NA,"white","creamy, sweet","fresh",NA,NA,NA,NA,NA,-23.2335499,17.3231107,11.5280384,-28.96945,25.2617292,-16.9635105
"Bassigny au porto","https://www.cheese.com/bassigny-au-porto/","cow","Belgium",NA,NA,"semi-soft","45%",NA,NA,"washed","yellow","acidic, buttery","aromatic",FALSE,FALSE,"Langres",NA,NA,50.6402809,4.6667145,2.3889137,49.4969821,6.408097,51.550781
"Bath Blue","https://www.cheese.com/bath-blue/","cow","England","South West England","Blue","soft, artisan, blue-veined",NA,NA,"creamy, smooth","natural","cream","creamy","clean",NA,NA,NA,NA,"The Bath Soft Cheese Co.",51.5007679,-2.5503106,-2.5564706,51.4969896,-2.5438137,51.5046081
"Bath Blue","https://www.cheese.com/bath-blue/","cow","United Kingdom","South West England","Blue","soft, artisan, blue-veined",NA,NA,"creamy, smooth","natural","cream","creamy","clean",NA,NA,NA,NA,"The Bath Soft Cheese Co.",51.0339991,-2.9490119,-6.4458104,49.8636992,-1.4857262,52.1125797
"Bath Soft Cheese","https://www.cheese.com/bath-soft/","cow","England","South West England","Brie","soft",NA,NA,"creamy","bloomy","ivory","citrusy, lemony, mushroomy","aromatic, grassy",NA,NA,NA,"Bath Soft","The Bath Soft Cheese Co.",51.5007679,-2.5503106,-2.5564706,51.4969896,-2.5438137,51.5046081
"Bath Soft Cheese Truffled","https://www.cheese.com/bath-soft-cheese-truffled/","cow","United Kingdom",NA,"Brie","soft",NA,NA,"buttery, soft-ripened",NA,"white",NA,NA,NA,NA,NA,NA,"The Bath Soft Cheese Co.",54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
